523409, CALIFORNIA
276718, TEXAS
268825, NEW YORK
200654, NEW JERSEY
150531, ILLINOIS
108360, MASSACHUSETTS
102512, PENNSYLVANIA
97274, FLORIDA
96858, GEORGIA
96572, WASHINGTON
