SOFTWARE DEVELOPER,1007814080
PROJECT MANAGER,820132347
.NET DEVELOPER,709999949
PROGRAM MANAGER (POSITIVE PATHWAYS),657900000
PROGRAMMER/ANALYST,616931693
RESEARCH ASSOCIATE,413472579
MANAGER- SOFTWARE ENGINEERING,410315360
MANAGING DIRECTOR- EQUITY DERIVATIVES,406637920
INTERNIST,389376000
CHIEF INVESTMENT OFFICER,378343680
