119741, CALIFORNIA
68463, TEXAS
58670, NEW YORK
48370, NEW JERSEY
35184, ILLINOIS
24891, MASSACHUSETTS
24857, GEORGIA
23380, PENNSYLVANIA
23150, WASHINGTON
20969, MICHIGAN
